epoch, epoch_psnr_avg, epoch_losses_avg 
661, 32.3479, 0.023475
662, 32.3375, 0.023661
663, 32.3298, 0.023397
664, 32.3593, 0.023510
665, 32.3525, 0.023241
666, 32.3168, 0.023331
667, 32.3218, 0.023286
668, 32.3593, 0.023232
669, 32.3629, 0.023157
670, 32.3650, 0.023634
671, 32.3555, 0.023765
672, 32.3272, 0.023634
673, 32.3360, 0.023444
674, 32.3590, 0.023404
675, 32.3480, 0.023159
676, 32.3466, 0.023393
677, 32.3317, 0.023274
678, 32.3402, 0.023487
679, 32.3494, 0.023195
680, 32.3419, 0.023664
681, 32.3553, 0.023456
682, 32.3464, 0.023556
683, 32.3390, 0.023589
684, 32.3571, 0.023189
685, 32.3497, 0.023318
686, 32.3394, 0.023461
687, 32.3618, 0.023244
688, 32.3558, 0.023080
689, 32.3519, 0.023441
690, 32.3378, 0.023317
691, 32.3611, 0.023501
692, 32.3412, 0.023274
693, 32.3460, 0.023307
694, 32.3611, 0.023421
695, 32.3650, 0.023077
696, 32.3516, 0.023454
697, 32.3820, 0.023244
698, 32.3602, 0.022930
699, 32.3641, 0.023266
700, 32.3399, 0.023267
701, 32.3182, 0.023812
702, 32.3460, 0.023390
703, 32.3386, 0.023551
704, 32.3554, 0.023571
705, 32.3646, 0.023332
706, 32.3569, 0.023461
707, 32.3434, 0.023350
708, 32.3611, 0.023664
709, 32.3494, 0.023356
710, 32.3429, 0.023392
711, 32.3491, 0.023349
712, 32.3175, 0.023393
713, 32.3356, 0.023663
714, 32.3623, 0.023222
715, 32.3514, 0.023138
716, 32.3358, 0.023065
717, 32.3678, 0.023715
718, 32.3493, 0.023414
719, 32.3589, 0.023323
720, 32.3545, 0.023694
721, 32.3519, 0.023152
722, 32.3391, 0.023570
723, 32.3587, 0.023843
724, 32.3615, 0.023533
725, 32.3225, 0.023515
726, 32.3508, 0.023353
727, 32.3455, 0.023591
728, 32.3594, 0.022813
729, 32.3303, 0.023592
730, 32.3501, 0.023263
731, 32.3426, 0.023200
732, 32.3450, 0.023508
733, 32.3235, 0.023292
734, 32.3341, 0.023307
735, 32.3301, 0.023331
736, 32.3486, 0.022971
737, 32.3413, 0.023393
738, 32.3311, 0.023523
739, 32.3357, 0.023649
740, 32.3265, 0.023598
741, 32.3342, 0.023485
742, 32.3509, 0.023517
743, 32.3342, 0.023170
744, 32.3267, 0.023264
745, 32.3193, 0.023341
746, 32.3242, 0.023319
747, 32.3442, 0.023194
748, 32.3414, 0.023659
749, 32.2916, 0.023503
750, 32.3232, 0.023220
751, 32.3472, 0.023310
752, 32.3402, 0.023367
753, 32.3124, 0.023738
754, 32.3549, 0.023435
755, 32.3316, 0.023487
756, 32.3537, 0.023395
757, 32.3526, 0.023386
758, 32.3504, 0.023432
759, 32.3587, 0.022656
760, 32.3556, 0.023392
761, 32.3402, 0.023271
